51305323479,cbe,204,101
51305364952,efd,162,42
51305390689,eed,90,257
51305399194,bca,212,171
51305442599,aec,47,90
51305451719,ccf,8,45
51305484407,ccc,15,240
51305489128,gdg,265,136
51305492091,fcg,250,260
51305538827,eee,252,72
51305574418,bde,201,282
51305593040,adb,179,34
51305638350,aag,257,209
51305638353,acg,9,97
51305658191,edb,160,238
51305671574,bgc,16,158
51305688483,bda,92,283
51305716194,daf,243,169
51305717557,eaf,268,98
51305740552,ggb,282,277
51305763272,gbf,154,48
51305780729,ceb,37,171
51305797447,dbc,43,232
51305825507,fea,84,188
51305856569,ace,232,190
51305857927,dcb,120,288
51305873060,cae,237,163
51305873631,adf,229,187
51305875027,fed,278,279
51305881309,bbd,295,308
51305895637,fce,102,124
51305898294,ddf,190,48
51305900527,fbd,1,35
51305912453,gfd,74,127
51305940544,afa,268,38
51305985117,fde,31,77
51305993753,eff,164,45
51306020266,eda,153,130
51306037320,daa,10,105
51306054844,bba,160,246
51306065878,aba,177,147
51306070274,afc,275,167
51306071907,agf,207,299
51306078826,cdb,57,164
51306096687,cfe,108,282
51306101373,fda,223,186
51306122367,eea,193,91
51306155655,dad,225,171
51306165975,cff,293,13
51306173126,ecg,181,162
51306199287,gfg,66,29
51306201002,gfe,11,196
51306240236,dce,202,188
51306261236,fgg,213,270
51306317862,cfa,6,29
51306318929,baf,76,80
51306340054,ead,242,178
51306355886,dce,254,218
51306363751,ggf,20,129
51306380950,dcf,37,11
51306399611,gae,48,39
51306404796,fdg,287,138
51306480830,ddd,296,40
51306481846,cbd,146,275
51306536199,cef,44,28
51306556259,afe,19,270
51306560069,eea,237,101
51306561590,cac,220,132
51306603954,egf,120,245
51306606582,gda,143,55
51306627629,abg,241,131
51306649712,ccg,186,225
51306655873,cgd,190,231
51306656596,acf,152,164
51306662066,cba,240,67
51306663027,dgf,80,199
51306680520,feb,33,172
51306683963,feg,293,67
51306697432,dgb,234,152
51306708668,aea,198,289
51306729974,bbd,200,329
51306730546,bed,162,175
51306752381,bgf,32,78
51306754036,ced,49,61
51306799186,bbe,186,173
51306799881,eda,146,154
51306802305,dbe,82,60
51306828595,fce,189,110
51306883470,ccb,278,208
51306891560,cbf,246,231
51306892269,fga,284,208
51306893180,cfb,96,181
51306912350,def,85,77
51306939098,bdd,60,105
51306944777,bea,103,295
51306963037,efc,132,65
51306974432,bag,197,286
51306978033,bfc,77,292
51306993372,ceb,140,153
51307006418,cdd,66,16
51307010108,bcd,248,211
51307074770,eag,220,200
51307083849,cgb,34,230
51307132275,gce,45,96
51307144620,bgb,286,143
51307144905,efe,161,148
51307147475,ecd,108,86
51307177257,age,285,45
51307227406,dcc,77,203
51307231308,gee,276,83
51307246159,bgd,235,161
51307249235,acb,186,106
51307255746,abc,194,134
51307284627,cgc,12,39
51307286273,fdg,228,164
51307329025,gcc,174,137
51307360297,bga,250,129
51307365784,gfa,227,98
51307368653,ggg,41,247
51307374148,bec,199,121
51307382961,ceg,41,218
51307409837,edb,243,238
51307441733,gdc,34,94
51307441912,aad,231,140
51307445205,gdd,143,59
51307445546,ddb,8,230
51307454575,deg,95,107
51307481353,dbd,273,98
51307495960,ffe,22,294
51307504519,aag,191,206
51307519033,edc,15,239
51307520566,fgd,73,291
51307531875,egc,124,219
51307535545,dbb,210,220
51307549018,fef,120,96
51307589040,gcb,253,117
51307590109,fab,232,132
51307590715,adc,288,212
51307596274,ece,213,107
51307599548,fca,156,161
51307605857,ggg,25,214
51307607662,cff,78,12
51307620044,agd,69,307
51307640375,bge,17,135
51307649128,gbc,109,82
51307677685,cde,236,250
51307685485,gac,63,165
51307693049,cdb,177,185
51307710123,cdf,243,40
51307719169,afg,125,68
51307737232,afd,230,142
51307746402,dab,169,257
51307761588,aee,104,258
51307775334,ebf,242,83
51307790373,fbg,202,264
51307839886,ccd,272,21
51307840813,dge,36,293
51307850410,gge,268,73
51307872183,baf,13,78
51307891584,fff,32,36
51307905748,cga,254,12
51307905935,cbf,118,189
51307906221,fcg,29,254
51307960646,adf,161,196
51307964385,ebd,255,48
51307967981,bdg,237,124
51307985262,afc,203,155
51307990391,fga,231,241
51308005493,cgg,293,290
51308032286,dad,158,157
51308065718,gbf,20,44
51308065759,aga,240,79
51308071536,cfe,99,329
51308072891,cbb,130,153
51308091788,bdb,145,72
51308095839,adf,187,203
51308106493,bbg,291,162
51308134741,cda,144,71
51308145885,dbf,15,88
51308152438,ece,246,117
51308154082,dee,101,28
51308163150,faa,218,5
51308178350,dbg,25,141
51308188848,gag,57,305
51308194009,ede,178,34
51308196785,cfc,294,130
51308198944,agc,136,62
51308215210,bde,161,332
51308217977,ceg,143,244
51308229180,aag,168,168
51308235259,cdc,125,201
51308241392,eaf,18,100
51308254460,ggd,96,90
51308258756,egg,39,98
51308262729,dbb,199,206
51308262922,gga,81,175
51308273267,agg,221,281
51308287025,aeg,298,262
51308297383,fcb,212,13
51308306267,eca,269,83
51308314298,ead,138,204
51308371772,dgc,277,183
51308374007,ged,263,264
51308379318,dce,64,233
51308389862,gcd,42,231
51308391315,geg,171,191
51308419479,gfe,162,205
51308420535,fac,75,236
51308445368,cgf,289,267
51308448453,ecc,187,28
51308460573,feb,104,202
51308462072,gcf,215,37
51308466834,fdd,272,117
51308503784,cca,294,215
51308506791,feb,274,185
51308511800,bbb,283,151
51308537084,gbe,164,221
51308558347,afe,6,248
51308566167,cbg,26,273
51308584625,fbc,74,27
51308597799,deb,100,154
51308627797,dcb,127,241
51308629354,ecf,27,207
51308637623,ebg,274,276
51308637727,dcg,80,207
51308638918,cee,295,165
51308649167,dec,283,56
51308666522,geg,254,223
51308669104,ffc,203,273
51308681021,dde,66,295
51308687248,bfg,285,160
51308723749,egd,183,256
51308728230,cea,258,259
51308729735,cad,29,122
51308732701,eea,293,91
51308772652,fgf,206,167
51308776352,cge,234,76
51308797724,egg,205,94
51308816250,edg,72,28
51308818915,fcf,20,201
51308836543,aab,50,45
51308849430,dea,122,223
51308850343,cef,181,31
51308856337,bcc,195,115
51308868549,fde,214,75
51308870392,gfg,150,23
51308897748,ffc,194,322
51308916160,ggc,140,65
51308919475,bcf,145,61
51308944210,cag,136,43
51308956437,gbg,68,150
51308969986,bfb,254,298
51309009791,aed,35,34
51309018639,edc,173,222
51309018848,ade,242,154
51309032110,fae,221,266
51309055043,dfa,222,188
51309063625,cfc,33,123
51309081332,cbc,276,244
51309095998,dda,121,52
51309100075,eda,187,150
51309102404,cdg,220,115
51309124968,fec,68,285
51309145835,bee,185,291
51309163394,bfb,36,259
51309169521,dbb,64,208
51309173785,dae,18,253
51309178393,eac,28,209
51309180187,dfg,102,94
51309186170,bdf,166,281
51309200386,gdb,10,70
51309207078,ebc,235,90
51309212939,aaf,25,184
51309257911,ded,232,286
51309294982,efg,119,98
51309297395,dga,168,228
51309299066,eba,3,259
51309314191,fbb,181,59
51309315736,bfd,177,133
51309322993,ffb,275,299
51309323790,feb,197,162
51309328477,gfb,83,272
51309343204,fbd,79,35
51309351550,afd,161,132
51309356002,bae,265,74
51309372830,afb,214,165
51309374095,gde,10,74
51309374841,ege,43,256
51309377502,aff,52,72
51309381959,gef,49,242
51309395087,dag,106,137
51309403921,fcd,285,98
51309416806,dgg,251,156
51309445688,aec,168,89
51309448571,gbd,150,27
51309461753,eab,17,196
51309480834,cab,29,196
51309483390,gfc,205,186
51309483507,aee,18,286
51309488147,abd,2,301
51309496180,aaa,296,72
51309499811,egf,116,271
51309502781,bgg,126,16
51309522609,cae,140,154
51309528911,cdg,275,104
51309544073,abe,277,122
51309547847,bad,167,79
51309549498,gca,124,96
51309563122,aae,75,15
51309569528,gec,6,73
51309596101,cbe,102,120
51309607495,egc,146,188
51309651910,bff,286,49
51309667966,cce,160,65
51309679845,gea,42,66
51309695648,cea,270,230
51309722597,bec,202,105
51309725138,cgc,260,35
51309741056,eae,218,281
51309741529,aca,1,98
51309770138,bcg,48,324
51309776128,gcg,63,179
51309794702,fag,245,118
51309814612,adg,112,150
51309818053,fge,268,233
51309823449,abb,263,36
51309826633,eef,117,109
51309833746,dba,118,202
51309867262,cdg,47,109
51309870128,dfb,198,96
51309871314,ged,227,245
51309878229,dca,29,151
51309925033,gba,221,102
51309928066,afa,206,33
51309929927,bgb,26,147
51309937120,cad,116,101
51309939656,ece,124,99
51309970842,bbd,249,365
51309977907,dbc,71,252
51309986585,dff,19,49
51309992422,eeb,62,76
51310008836,dbf,124,83
51310046439,gda,291,45
51310047926,ffd,123,207
51310051102,ebb,272,127
51310088620,ace,192,188
51310098441,afc,222,147
51310136842,cca,104,204
51310160475,cfe,93,289
51310183269,eeg,86,101
51310245659,fdc,293,46
51310252849,ggd,45,89
51310265116,eaa,251,147
51310275482,bda,66,294
51310281852,bbb,64,140
51310284035,dgd,134,169
51310306885,dfe,139,13
51310323279,fad,15,30
51310353355,gbc,188,82
51310362000,dde,216,303
51310381625,faf,63,233
51310400799,ebe,25,241
51310458489,aea,60,245
51310459315,gag,235,332
51310470236,adb,43,30
51310494589,bge,89,130
51310500428,ada,229,299
51310514305,dfb,281,97
51310515199,aga,268,81
51310538471,ggg,3,220
51310545788,gff,213,63
51310554088,dcf,264,10
51310557907,ece,92,93
51310595648,fac,27,271
51310597554,dcd,59,282
51310598451,fbe,203,205
51310622330,ceg,76,234
51310649573,aec,143,99
51310651416,edb,192,247
51310656776,fac,118,298
51310682076,fab,219,145
51310728167,ebb,4,101
51310731777,add,26,307
51310739516,acb,47,115
51310744345,adf,282,221
51310797031,bed,82,169
51310798134,efd,237,33
51310813129,bbe,149,181
51310824621,bfg,272,184
51310844970,aeg,135,217
51310849047,gfd,81,104
51310858996,gcf,106,41
51310919988,cec,191,141
51310965282,bab,15,39
51310972838,ega,111,164
51310986959,aed,153,37
51310998508,fbb,215,60
51311017864,dgg,1,127
51311020316,fdb,128,215
51311040890,cfd,95,58
51311067730,fcd,83,106
51311070605,eeb,267,88
51311076349,gdg,27,159
51311107135,agb,216,96
51311111038,cfg,66,132
51311136498,ged,236,284
51311179985,gaa,151,141
51311180108,bgf,73,81
51311182034,cfg,227,118
51311197841,dad,193,138
51311204483,bfe,144,251
51311207106,bcg,140,379
51311245759,egg,99,109
51311259340,faa,197,5
51311270648,fcc,66,33
51311271187,caa,15,191
51311317003,daa,198,97
51311323759,bag,219,286
51311324453,agg,296,281
51311352059,bfa,52,301
51311358071,ceg,232,198
51311358891,gag,237,335
51311410903,bfd,232,106
51311426811,cfg,25,113
51311433305,ffa,291,189
51311441039,fgd,140,293
51311448557,ccb,116,178
51311461633,acd,25,89
51311495045,cdf,5,44
51311510946,daf,278,147
51311540974,aac,230,119
51311541639,dee,276,23
51311548143,ggf,59,136
51311556655,gef,236,215
51311559808,eef,150,107
51311570665,edb,228,247
51311611445,eeb,232,99
51311614956,bef,238,244
51311645575,efa,95,80
51311649865,dbb,243,170
51311659538,bgc,219,188
51311698519,cda,22,76
51311734499,gfe,218,219
51311766992,aba,14,147
51311774836,cba,271,62
51311834594,gga,275,187
51311842020,gea,156,57
51311848895,ddf,196,47
51311850292,fae,176,289
51311911688,eeb,232,100
51311923258,bec,15,103
51311942265,gfg,58,24
51311944877,fed,227,251
51311974597,ddg,46,218
51311977367,bff,97,50
51311983662,bac,13,77
51312014884,cgb,132,239
51312048676,ffg,93,301
51312066010,bdc,42,132
51312070632,dbd,126,116
51312092071,fgc,224,214
51312117457,ccf,190,41
51312120314,dbc,224,257
51312120647,afc,88,174
51312123956,bce,12,266
51312130836,cbg,56,223
51312142280,beg,25,188
51312144933,fbg,94,274
51312172746,dag,17,130
51312195444,beb,230,95
51312206655,dbe,64,52
51312207815,fbf,179,164
51312210982,deg,280,127
51312257839,dfd,88,155
51312261054,dac,232,16
51312273517,fga,282,269
51312288749,aef,111,39
51312319768,caf,239,64
51312326601,cgd,92,265
51312329177,eff,144,38
51312333019,baa,235,210
51312356489,eca,43,84
51312357501,bbf,114,308
51312374838,fdf,277,118
51312414278,dgg,293,120
51312425874,caf,229,73
51312435113,edf,80,188
51312439842,egg,69,88
51312443318,dcg,88,207
51312464025,ffa,9,183
51312465174,gec,289,79
51312479256,adf,135,190
51312514552,geb,198,195
51312517684,fac,42,289
51312523439,edd,130,240
51312543871,aab,110,53
51312624800,cbd,284,327
51312660324,gbb,90,214
51312682444,eee,129,61
51312693290,ggb,163,315
51312700079,bbc,297,47
51312713756,afe,267,262
51312752015,dgf,253,204
51312802031,dfc,69,119
51312846959,efc,205,63
51312881997,aeb,39,200
51312885511,dae,277,285
51312891277,eaa,93,154
51312895652,faf,266,267
51312902373,fba,234,227
51312964324,cee,203,141
51312984145,bdd,280,88
51313008500,dfg,84,84
51313009463,dda,28,53
51313014560,efb,265,58
51313018432,aag,62,174
51313037151,dbd,44,136
51313070196,feb,105,171
51313081615,bcb,93,21
51313092184,fce,29,117
51313099394,aaf,96,184
51313125488,gcd,82,265
51313133748,bba,298,196
51313139920,ccf,224,48
51313168016,acg,197,114
51313183483,gfa,299,80
51313205837,cea,237,264
51313212124,fee,255,49
51313234645,efc,47,63
51313238455,def,275,73
51313252628,ddc,4,129
51313254096,gab,42,132
51313299057,fde,15,69
51313320371,gdf,243,66
51313328937,gcb,47,135
51313334780,edc,291,182
51313343369,dae,4,322
51313345324,ecb,241,231
51313354511,agg,194,247
51313357592,dfa,108,210
51313363896,gdb,59,61
51313377507,gaf,182,288
51313381574,bef,226,248
51313391497,ccg,48,231
51313393449,bga,269,139
51313397622,ggb,213,371
51313401208,dde,146,299
51313422110,ace,120,182
51313422528,bae,270,84
51313459653,dbf,197,82
51313486679,caa,44,166
51313498563,dgd,166,163
51313516698,fgg,168,237
51313528691,ccd,241,16
51313540344,cgd,235,262
51313544509,aab,217,60
51313553841,eag,190,186
51313581586,cac,41,157
51313622047,eac,50,190
51313634093,cff,181,13
51313634673,ded,155,334
51313636884,cga,39,10
51313637841,bgd,217,128
51313668491,aag,20,149
51313689577,fdd,87,109
51313717092,fbg,100,290
51313740031,ege,255,271
51313767108,abf,154,192
51313780951,fff,29,35
51313783343,dfe,40,13
51313802020,baa,201,216
51313812238,gad,2,147
51313828026,age,168,51
51313853402,edb,288,237
51313857284,ced,126,62
51313877203,cge,271,61
51313907008,eec,290,120
51313908833,acc,28,21
51313916322,ffc,195,367
51313946361,efe,154,173
51313952463,cea,165,229
51313998192,dcd,31,321
51314090725,fdg,254,136
51314108877,cde,22,240
51314119948,acf,173,183
51314134550,ccc,25,247
51314141598,efg,114,92
51314148300,ecd,209,92
51314150832,dcg,231,240
51314161081,aff,192,81
51314169808,egc,181,193
51314175286,afg,235,65
51314175443,gce,15,101
51314183791,egg,271,102
51314217380,dgb,18,133
51314230762,dac,245,17
51314231303,ebg,167,245
51314235774,adg,40,154
51314249023,agb,44,84
51314268368,afd,165,109
51314285824,fab,131,153
51314323571,dab,228,257
51314325841,geg,256,218
51314339611,aad,54,163
51314350430,ceb,36,172
51314375830,cfb,1,157
51314381190,ddd,89,46
51314435257,fca,98,167
51314438713,egf,209,279
51314449368,cbe,38,127
51314464358,ggf,226,123
51314468684,aee,295,317
51314494513,bbb,105,163
51314498346,cgd,275,220
51314506221,cgg,277,333
51314511044,fgb,248,95
51314542907,gbg,265,168
51314555225,gdg,198,189
51314561263,fgb,65,87
51314570849,fda,139,212
51314582247,ddb,232,225
51314583500,daa,170,82
51314665228,aaa,7,63
51314675528,gae,266,31
51314678892,afd,22,105
51314680615,cfe,106,231
51314705647,bcf,287,64
51314710136,acc,125,24
51314730722,acb,17,103
51314736682,cgf,287,229
51314751505,fgf,44,153
51314751601,fef,233,111
51314771199,ffe,287,267
51314782356,gfc,152,178
51314783893,gbg,145,189
51314804103,dff,81,43
51314823510,daf,186,166
51314831636,fdg,293,114
51314882063,baf,133,89
51314926668,bdf,232,320
51314932817,bbe,138,157
51314943453,faf,43,288
51314952872,gfd,1,102
51314980137,adc,59,195
51315002974,aea,164,198
51315020702,ddd,108,50
51315038793,eed,197,226
51315042162,abc,247,147
51315051214,aae,289,14
51315069644,dfa,230,243
51315085767,eae,161,295
51315090854,fcb,217,11
51315134673,ead,134,167
51315152602,ebc,297,100
51315207570,ffc,211,363
51315215912,cfa,99,26
51315240171,egd,93,284
51315242267,egb,249,69
51315256630,cac,119,155
51315259715,ced,199,53
51315265117,abd,154,352
51315278537,gaa,236,150
51315299157,cec,284,148
51315323439,fag,14,115
51315342227,dea,105,245
51315342301,dge,107,287
51315353738,bca,197,164
51315397609,beb,170,107
51315417919,cea,80,203
51315419943,bdb,256,77
51315420986,dgc,207,162
51315428622,bec,9,97
51315433178,ggf,1,111
51315454251,dbg,266,115
51315455435,acg,44,108
51315469224,fgc,136,207
51315470625,bbb,142,133
51315479435,bcd,176,248
51315480381,fae,256,265
51315483623,fge,105,249
51315491733,ggf,194,97
51315498476,baa,44,179
51315500994,cbf,31,173
51315511027,dca,106,149
51315578449,ace,83,165
51315585159,acd,42,99
51315602335,dcc,120,215
51315633150,cce,9,59
51315649014,ggd,167,87
51315653046,gfe,6,181
51315663044,gga,108,166
51315699221,gfg,35,24
51315710500,feg,26,61
51315711819,ffb,13,293
51315714914,gac,111,179
51315737008,afc,98,172
51315738833,ebf,112,69
51315741210,dfg,45,70
51315756543,gdd,127,68
51315770673,bgg,33,14
51315780325,fea,246,218
51315807249,cag,241,50
51315816778,gcc,277,149
51315839383,afd,7,87
51315843115,edd,70,196
51315843303,gag,71,361
51315845443,eea,164,81
51315847255,egb,198,62
51315876935,cdd,84,17
51315904581,fbc,23,26
51315906603,ggg,57,228
51315908492,bde,73,315
51315911034,cdf,171,40
51315942677,bfb,238,217
51315945231,agf,296,346
51315947766,ded,141,354
51315956467,efc,35,64
51315969566,cdb,92,159
51315979358,egd,109,289
51315985516,cfc,151,124
51315988004,fbb,214,65
51315994651,bee,262,279
51315995217,gfa,201,75
51316000975,eeb,204,105
51316047213,acc,56,26
51316066405,gfe,262,204
51316072935,fdc,68,42
51316083519,gee,107,70
51316109425,ecg,49,129
51316111886,dec,249,47
51316131310,gfb,66,255
51316151191,daf,60,170
51316154220,bfe,209,298
51316169902,caa,260,146
51316201063,bea,124,253
51316209875,baf,218,104
51316223161,eeg,281,97
51316232010,eac,228,209
51316250998,fba,42,181
51316272082,bdd,175,102
51316276240,eca,252,87
51316284771,abg,162,141
51316291124,cbb,270,163
51316295527,cfb,202,177
51316296579,dcf,204,11
51316305507,ffd,265,165
51316323195,gcd,86,249
51316350060,afg,48,76
51316388193,dga,127,248
51316454858,aef,118,45
51316464709,cca,65,234
51316471971,aee,71,301
51316495079,bdd,230,99
51316544686,gca,146,101
51316572661,cgf,126,217
51316578126,aag,288,137
51316584018,gec,128,86
51316591094,ede,215,37
51316593123,fcg,294,213
51316614524,bcc,278,125
51316615170,dab,10,244
51316641397,bcb,46,16
51316648307,eba,102,207
51316650472,faf,223,313
51316686346,fdg,267,127
51316695734,gae,232,31
51316723013,gbb,66,222
51316743701,ddb,96,222
51316757788,gdc,255,77
51316811882,ged,42,335
51316813439,dea,265,225
51316821351,cfc,295,131
51316822217,bfc,280,292
51316827021,dfg,138,58
51316871513,ecc,250,29
51316939873,cdd,33,18
51316960810,fcc,159,32
51316961067,bbd,100,372
51316989512,ebe,196,228
51316993603,dgd,88,166
51317026494,ebb,199,117
51317075886,ggc,166,62
51317078336,aca,60,109
51317079164,efg,293,90
51317098497,dca,263,141
51317121727,gbc,7,74
51317131566,dcf,263,11
51317147613,ffg,151,261
51317170993,cdc,24,164
51317177049,agd,107,310
51317182827,cfd,136,67
51317185029,bbg,262,191
51317216999,cbc,163,234
51317217705,edg,187,33
51317222174,dgg,199,103
51317231598,gcg,172,166
51317242875,ace,288,156
51317251823,abc,237,157
51317260837,bda,139,299
51317264224,afb,282,193
51317285361,gaf,221,244
51317286185,fbg,55,307
51317296346,ebb,39,120
51317299565,gbe,81,245
51317341560,ege,32,227
51317351075,gbd,279,31
51317356514,fbd,91,31
51317356920,cgd,73,239
51317375236,afa,129,32
51317378029,efd,299,32
51317426558,gge,265,70
51317430367,cee,121,124
51317436475,dag,58,131
51317443553,efa,68,87
51317474484,dfd,196,156
51317478005,afd,293,96
51317505665,ece,165,90
51317506226,bcg,293,424
51317552717,dad,294,124
51317556838,dde,180,299
51317570813,def,264,79
51317572698,cca,163,198
51317584884,caf,266,60
51317585758,fdd,139,89
51317593843,bbf,260,308
51317606429,eab,212,174
51317608977,fdf,19,127
51317647109,gdf,265,61
51317657000,ded,169,297
51317664142,fcd,109,115
51317687302,gbf,94,51
51317726552,bed,79,187
51317733798,gbc,262,69
51317738318,fgd,185,284
51317790597,cab,26,215
51317812223,ecf,28,244
51317821116,deb,209,127
51317839092,bgg,287,15
51317839559,ecf,160,229
51317844008,gcb,197,133
51317844255,cdc,293,131
51317845707,cgg,16,279
51317850375,bce,277,273
51317893820,eff,133,33
51317910640,ebd,186,47
51317920117,bdg,161,99
51317924592,gde,153,87
51317932302,gea,268,62
51317932848,fcf,103,188
51317946493,bab,297,42
51317979856,bag,77,274
51317992986,dce,272,265
51318022602,agc,48,66
51318028252,eef,226,103
51318032507,agg,87,269
51318037511,eaf,170,81
51318053642,fab,10,126
51318054534,acb,158,99
51318070167,fga,186,269
51318144293,cfa,46,23
51318149694,dae,200,315
51318152963,edf,11,221
51318158042,daa,39,68
51318165796,ega,267,134
51318169368,ceg,215,160
51318191910,add,34,276
51318197870,cdg,28,89
51318204204,eda,113,122
51318232377,fag,184,135
51318244778,bfa,123,349
51318303204,eef,135,100
51318307967,fbg,63,297
51318319620,bda,136,304
51318320075,dbb,121,153
51318326869,beg,41,165
51318368009,efa,44,85
51318368322,efg,124,77
51318368893,gfb,27,283
51318394349,ebf,270,73
51318398823,bff,128,56
51318404020,fec,45,250
51318439646,eab,265,160
51318463162,eae,296,327
51318471699,fff,216,32
51318476649,ada,170,263
51318519341,efa,271,96
51318521029,ggd,120,72
51318521462,cdb,196,133
51318532226,efc,13,66
51318541671,gfc,242,211
51318549093,fgb,16,103
51318555648,dcb,168,221
51318556197,bgf,48,67
